Order_ID,Order_Date,Order_DateTime,Customer_ID,Restaurant_ID,City,Zone,Qty,Subtotal,Discount,Delivery_Fee,Order_Value,Payment_Method,Order_Channel,Order_Status,Delivery_Partner,Rider_ID,Distance_KM,Promised_Minutes,Delivery_Minutes,On_Time_Delivery,Customer_Rating,Cancellation_Reason
ORD02092,2026-02-13,2026-02-13 04:03:00,C0497,Restaurant_09,Chandigarh,Sector 22,2,500,100.0,60,460,Cash,Website,Delivered,Shadowfax,RD082,5.2,50,27.0,True,5.0,
ORD00200,2026-04-05,2026-04-05 20:37:00,C0801,Restaurant_15,Chandigarh,Sector 22,2,360,50.0,40,350,Debit Card,Website,Delivered,Ola Logistics,RD115,3.9,50,24.0,True,5.0,
ORD00737,2026-01-07,2026-01-07 10:14:00,C0039,Restaurant_10,Chandigarh,Manimajra,2,440,75.0,60,425,Credit Card,Website,Delivered,Ola Logistics,RD118,7.6,35,30.0,True,5.0,
ORD00734,2026-04-14,2026-04-14 02:02:00,C0022,Restaurant_10,Mohali,Phase 7,5,900,0.0,20,920,Credit Card,Restaurant App,Delivered,In-house Rider,RD104,5.8,30,28.0,True,5.0,
ORD02960,2026-06-15,2026-06-15 05:57:00,C0085,Restaurant_04,Chandigarh,Sector 17,4,1400,0.0,30,1430,Wallet,Website,Delivered,Shadowfax,RD098,5.4,45,35.0,True,4.0,
ORD02642,2026-05-11,2026-05-11 01:49:00,C0679,Restaurant_23,Mohali,Sector 68,2,640,0.0,40,680,Debit Card,Restaurant App,Delivered,In-house Rider,RD120,5.4,50,36.0,True,5.0,
ORD02873,2026-02-21,2026-02-21 00:30:00,C0472,Restaurant_05,Panchkula,Sector 8,5,1600,75.0,30,1555,Wallet,Restaurant App,Failed,Not Assigned,Not Assigned,7.2,35,,,,Address Issue
ORD02543,2026-03-26,2026-03-26 13:01:00,C0087,Restaurant_19,Mohali,Phase 5,1,220,0.0,30,250,Credit Card,Website,Delivered,In-house Rider,RD145,4.0,45,30.0,True,5.0,
ORD03809,2026-06-23,2026-06-23 16:51:00,C0622,Restaurant_25,Chandigarh,Sector 22,2,440,100.0,25,365,Cash,Website,Delivered,In-house Rider,RD091,6.8,50,29.0,True,5.0,
ORD03256,2026-01-25,2026-01-25 03:19:00,C0053,Restaurant_10,Panchkula,Sector 8,3,750,75.0,50,725,Wallet,Website,Cancelled,Not Assigned,Not Assigned,1.1,35,,,,Address Issue
ORD01182,2026-03-25,2026-03-25 11:34:00,C0069,Restaurant_12,Chandigarh,Sector 17,5,600,20.0,60,640,UPI,Website,Delivered,Shadowfax,RD119,4.5,45,41.0,True,5.0,
ORD03336,2026-03-14,2026-03-14 06:19:00,C0527,Restaurant_12,Chandigarh,Manimajra,5,2000,20.0,40,2020,Cash,Website,Delivered,Ola Logistics,RD074,4.8,30,41.0,False,4.0,
ORD00596,2026-02-16,2026-02-16 13:51:00,C0217,Restaurant_12,Chandigarh,Sector 17,5,750,20.0,30,760,Wallet,Website,Delivered,In-house Rider,RD126,6.9,30,39.0,False,3.0,
ORD03746,2026-03-06,2026-03-06 20:35:00,C0739,Restaurant_19,Panchkula,Sector 5,1,280,30.0,40,290,UPI,Restaurant App,Delivered,In-house Rider,RD024,5.8,45,34.0,True,4.0,
ORD02263,2026-06-17,2026-06-17 23:00:00,C0791,Restaurant_25,Panchkula,Sector 15,5,1600,0.0,30,1630,Debit Card,Restaurant App,Cancelled,Not Assigned,Not Assigned,0.4,30,,,,Customer Cancelled
ORD02728,2026-06-06,2026-06-06 19:34:00,C0037,Restaurant_08,Panchkula,Sector 8,2,300,20.0,50,330,Cash,Restaurant App,Delivered,In-house Rider,RD147,4.6,45,24.0,True,4.0,
ORD00539,2026-06-03,2026-06-03 02:25:00,C0475,Restaurant_05,Panchkula,Sector 15,4,1000,20.0,25,1005,Cash,Website,Delivered,In-house Rider,RD095,0.8,35,25.0,True,5.0,
ORD02861,2026-05-03,2026-05-03 06:29:00,C0346,Restaurant_01,Mohali,Phase 3B2,4,1120,30.0,30,1120,Wallet,Restaurant App,Delivered,In-house Rider,RD119,1.9,30,24.0,True,4.0,
ORD02184,2026-04-10,2026-04-10 14:47:00,C0048,Restaurant_18,Panchkula,Sector 8,1,220,0.0,20,240,Wallet,Restaurant App,Delivered,In-house Rider,RD119,6.8,50,38.0,True,4.0,
ORD02920,2026-01-15,2026-01-15 02:56:00,C0058,Restaurant_16,Chandigarh,Sector 22,5,1600,0.0,20,1620,UPI,Restaurant App,Cancelled,Not Assigned,Not Assigned,6.2,50,,,,Customer Cancelled
ORD01552,2026-01-25,2026-01-25 06:30:00,C0869,Restaurant_08,Panchkula,Sector 15,4,1280,30.0,20,1270,Credit Card,Restaurant App,Failed,Not Assigned,Not Assigned,3.8,40,,,,Restaurant Delay
ORD02143,2026-04-13,2026-04-13 23:25:00,C0536,Restaurant_14,Chandigarh,Sector 34,1,320,0.0,30,350,Credit Card,Website,Delivered,Shadowfax,RD114,8.0,35,36.0,False,5.0,
ORD00270,2026-01-09,2026-01-09 16:29:00,C1061,Restaurant_12,Mohali,Phase 5,4,1120,30.0,60,1150,Wallet,Restaurant App,Delivered,Shadowfax,RD076,7.2,35,35.0,True,5.0,
ORD00016,2026-02-01,2026-02-01 00:27:00,C0453,Restaurant_20,Mohali,Sector 68,4,1600,0.0,40,1640,UPI,Website,Delivered,Shiprocket,RD037,7.0,40,27.0,True,5.0,
ORD01825,2026-06-07,2026-06-07 21:46:00,C0623,Restaurant_07,Mohali,Phase 3B2,3,360,50.0,25,335,Debit Card,Website,Failed,Not Assigned,Not Assigned,6.6,50,,,,Address Issue
ORD02689,2026-03-29,2026-03-29 04:16:00,C0370,Restaurant_21,Chandigarh,Sector 17,3,750,75.0,30,705,Credit Card,Website,Delivered,In-house Rider,RD011,3.0,35,16.0,True,2.0,
ORD03514,2026-01-31,2026-01-31 08:34:00,C0363,Restaurant_07,Panchkula,Sector 8,2,360,30.0,60,390,Cash,Website,Delivered,Ola Logistics,RD101,10.3,50,48.0,True,5.0,
ORD03361,2026-03-01,2026-03-01 13:59:00,C0089,Restaurant_09,Mohali,Phase 3B2,1,350,100.0,30,280,Wallet,Website,Delivered,In-house Rider,RD111,3.5,40,30.0,True,5.0,
ORD01984,2026-01-21,2026-01-21 23:39:00,C1158,Restaurant_15,Chandigarh,Sector 17,4,1600,0.0,25,1625,Credit Card,Website,Delivered,In-house Rider,RD017,6.6,50,39.0,True,5.0,
ORD00580,2026-01-10,2026-01-10 16:38:00,C0008,Restaurant_12,Panchkula,Sector 11,1,400,0.0,60,460,Wallet,Restaurant App,Delivered,Shadowfax,RD024,6.0,35,36.0,False,4.0,
ORD03927,2026-05-18,2026-05-18 09:10:00,C0269,Restaurant_11,Panchkula,Sector 11,5,1600,0.0,20,1620,UPI,Website,Delivered,Shiprocket,RD103,5.6,45,26.0,True,5.0,
ORD01507,2026-03-31,2026-03-31 04:54:00,C0262,Restaurant_24,Chandigarh,Sector 35,3,360,0.0,25,385,Cash,Website,Delivered,Ola Logistics,RD125,7.1,40,34.0,True,5.0,
ORD01766,2026-06-11,2026-06-11 04:01:00,C0039,Restaurant_04,Panchkula,Sector 8,5,1600,30.0,25,1595,Debit Card,Restaurant App,Delivered,In-house Rider,RD133,6.2,50,48.0,True,4.0,
ORD00489,2026-06-17,2026-06-17 16:39:00,C0226,Restaurant_14,Mohali,Phase 3B2,3,1200,30.0,25,1195,Cash,Restaurant App,Cancelled,Not Assigned,Not Assigned,2.3,45,,,,Rider Unavailable
ORD02055,2026-02-19,2026-02-19 12:19:00,C0064,Restaurant_21,Panchkula,Sector 5,5,2000,20.0,25,2005,Debit Card,Restaurant App,Cancelled,Not Assigned,Not Assigned,3.3,30,,,,Address Issue
ORD03747,2026-01-13,2026-01-13 05:04:00,C0670,Restaurant_13,Mohali,Phase 7,2,300,0.0,60,360,UPI,Website,Failed,Not Assigned,Not Assigned,0.3,35,,,,Customer Cancelled
ORD02356,2026-03-17,2026-03-17 04:38:00,C1063,Restaurant_06,Mohali,Sector 68,2,700,75.0,50,675,UPI,Website,Delivered,Ola Logistics,RD080,3.2,50,22.0,True,4.0,
ORD03399,2026-02-15,2026-02-15 05:36:00,C0669,Restaurant_14,Panchkula,Sector 15,5,1100,20.0,50,1130,Credit Card,Website,Delivered,Shiprocket,RD099,5.8,50,37.0,True,5.0,
ORD03845,2026-01-16,2026-01-16 21:16:00,C0337,Restaurant_17,Chandigarh,Sector 35,4,720,75.0,30,675,Wallet,Website,Delivered,In-house Rider,RD007,4.7,40,26.0,True,5.0,
ORD02858,2026-05-21,2026-05-21 15:11:00,C0240,Restaurant_24,Mohali,Sector 68,4,1280,75.0,50,1255,Debit Card,Restaurant App,Delivered,In-house Rider,RD027,4.8,35,21.0,True,3.0,
ORD01082,2026-06-06,2026-06-06 09:24:00,C0314,Restaurant_20,Mohali,Phase 7,3,360,75.0,50,335,Credit Card,Website,Cancelled,Not Assigned,Not Assigned,8.0,35,,,,Restaurant Delay
ORD01714,2026-06-12,2026-06-12 00:05:00,C0637,Restaurant_18,Panchkula,Sector 15,5,600,75.0,50,575,Wallet,Restaurant App,Delivered,Shadowfax,RD040,0.8,40,17.0,True,5.0,
ORD00547,2026-06-29,2026-06-29 06:18:00,C0146,Restaurant_03,Chandigarh,Manimajra,5,600,0.0,25,625,Cash,Website,Delivered,Shadowfax,RD015,9.0,40,40.0,True,5.0,
ORD03967,2026-02-02,2026-02-02 10:52:00,C0886,Restaurant_01,Panchkula,Sector 11,1,400,0.0,50,450,Cash,Restaurant App,Failed,Not Assigned,Not Assigned,6.3,50,,,,Address Issue
ORD01250,2026-05-24,2026-05-24 05:06:00,C0459,Restaurant_04,Panchkula,Sector 5,1,180,100.0,50,130,Credit Card,Website,Delivered,In-house Rider,RD022,8.5,35,37.0,False,5.0,
ORD02127,2026-04-02,2026-04-02 01:16:00,C0853,Restaurant_04,Chandigarh,Sector 35,5,1100,0.0,50,1150,Debit Card,Restaurant App,Failed,Not Assigned,Not Assigned,4.8,30,,,,Restaurant Delay
ORD00220,2026-02-08,2026-02-08 02:03:00,C0013,Restaurant_22,Mohali,Phase 7,4,1120,0.0,60,1180,Credit Card,Website,Delivered,Ola Logistics,RD096,6.7,35,29.0,True,5.0,
ORD03626,2026-03-04,2026-03-04 05:06:00,C1132,Restaurant_04,Chandigarh,Sector 17,1,220,0.0,60,280,Debit Card,Website,Delivered,In-house Rider,RD004,5.9,50,39.0,True,4.0,
ORD02677,2026-03-07,2026-03-07 05:41:00,C0248,Restaurant_03,Chandigarh,Sector 34,5,750,30.0,60,780,UPI,Website,Delivered,Shadowfax,RD124,3.9,50,87.0,False,5.0,
ORD02669,2026-04-04,2026-04-04 22:19:00,C0573,Restaurant_22,Mohali,Phase 3B2,4,1280,50.0,60,1290,Debit Card,Restaurant App,Delivered,Shadowfax,RD072,6.8,40,27.0,True,5.0,
ORD00439,2026-02-10,2026-02-10 06:58:00,C1089,Restaurant_21,Chandigarh,Sector 22,2,240,50.0,30,220,Wallet,Restaurant App,Cancelled,Not Assigned,Not Assigned,0.0,45,,,,Rider Unavailable
ORD03339,2026-04-29,2026-04-29 16:50:00,C0782,Restaurant_07,Panchkula,Sector 8,3,960,0.0,40,1000,Cash,Restaurant App,Cancelled,Not Assigned,Not Assigned,0.1,30,,,,Restaurant Delay
ORD01995,2026-06-09,2026-06-09 18:33:00,C0108,Restaurant_06,Mohali,Phase 3B2,1,220,20.0,30,230,Debit Card,Restaurant App,Delivered,In-house Rider,RD022,7.3,50,44.0,True,3.0,
ORD01365,2026-02-14,2026-02-14 02:03:00,C0849,Restaurant_11,Panchkula,Sector 8,3,750,100.0,30,680,Wallet,Website,Delivered,In-house Rider,RD010,5.7,40,39.0,True,5.0,
ORD03441,2026-06-28,2026-06-28 04:05:00,C0301,Restaurant_13,Mohali,Phase 7,1,220,0.0,25,245,Cash,Website,Delivered,In-house Rider,RD019,2.1,30,19.0,True,5.0,
ORD01488,2026-04-16,2026-04-16 22:29:00,C0471,Restaurant_22,Mohali,Phase 7,3,660,75.0,60,645,Wallet,Website,Delivered,In-house Rider,RD120,1.6,40,21.0,True,5.0,
ORD00501,2026-05-22,2026-05-22 03:59:00,C0844,Restaurant_21,Chandigarh,Sector 34,2,560,30.0,50,580,Credit Card,Restaurant App,Delivered,In-house Rider,RD105,4.3,40,28.0,True,3.0,
ORD00645,2026-02-06,2026-02-06 14:24:00,C0346,Restaurant_22,Panchkula,Sector 8,4,1280,20.0,25,1285,UPI,Restaurant App,Failed,Not Assigned,Not Assigned,1.1,35,,,,Address Issue
ORD03733,2026-01-17,2026-01-17 04:55:00,C0939,Restaurant_25,Mohali,Sector 68,4,600,0.0,20,620,Credit Card,Restaurant App,Cancelled,Not Assigned,Not Assigned,6.7,40,,,,Address Issue
ORD01431,2026-04-21,2026-04-21 20:08:00,C1065,Restaurant_18,Panchkula,Sector 15,5,750,0.0,60,810,Debit Card,Restaurant App,Delivered,In-house Rider,RD019,5.2,45,16.0,True,5.0,
ORD03662,2026-02-05,2026-02-05 21:54:00,C0640,Restaurant_22,Mohali,Phase 5,5,750,30.0,40,760,UPI,Restaurant App,Delivered,In-house Rider,RD090,6.7,40,29.0,True,4.0,
ORD03997,2026-04-17,2026-04-17 09:32:00,C1116,Restaurant_09,Mohali,Phase 5,2,240,30.0,40,250,Credit Card,Website,Delivered,Ola Logistics,RD097,4.1,30,16.0,True,5.0,
ORD01432,2026-03-24,2026-03-24 07:27:00,C0752,Restaurant_07,Mohali,Phase 3B2,4,880,75.0,50,855,Cash,Website,Delivered,In-house Rider,RD066,6.6,30,25.0,True,5.0,
ORD02362,2026-01-28,2026-01-28 01:56:00,C0181,Restaurant_12,Panchkula,Sector 15,3,450,0.0,50,500,Cash,Restaurant App,Failed,Not Assigned,Not Assigned,6.4,30,,,,Payment Failed
ORD01127,2026-04-11,2026-04-11 19:23:00,C0504,Restaurant_16,Mohali,Phase 7,5,750,0.0,30,780,Wallet,Website,Delivered,In-house Rider,RD066,4.7,50,20.0,True,3.0,
ORD01013,2026-06-05,2026-06-05 02:43:00,C1068,Restaurant_25,Panchkula,Sector 8,2,440,30.0,20,430,UPI,Restaurant App,Delivered,In-house Rider,RD022,3.7,40,30.0,True,4.0,
ORD03884,2026-01-18,2026-01-18 15:38:00,C0064,Restaurant_20,Mohali,Phase 7,3,960,50.0,20,930,Wallet,Website,Delivered,In-house Rider,RD101,4.7,45,25.0,True,3.0,
ORD01058,2026-04-04,2026-04-04 05:30:00,C0132,Restaurant_18,Chandigarh,Sector 35,3,540,50.0,25,515,Credit Card,Restaurant App,Delivered,Shadowfax,RD026,0.8,45,29.0,True,5.0,
ORD02628,2026-06-13,2026-06-13 07:22:00,C0381,Restaurant_16,Chandigarh,Sector 34,1,120,50.0,60,130,Cash,Website,Delivered,Ola Logistics,RD150,6.7,45,34.0,True,4.0,
ORD00188,2026-02-18,2026-02-18 17:28:00,C0917,Restaurant_23,Panchkula,Sector 15,1,400,0.0,20,420,Cash,Website,Delivered,Shadowfax,RD041,5.0,45,34.0,True,5.0,
ORD02967,2026-06-16,2026-06-16 09:28:00,C0182,Restaurant_21,Panchkula,Sector 5,3,1050,75.0,50,1025,Credit Card,Website,Delivered,Shadowfax,RD012,5.4,45,28.0,True,4.0,
ORD00097,2026-05-04,2026-05-04 09:05:00,C0127,Restaurant_25,Chandigarh,Sector 35,2,300,75.0,30,255,Cash,Restaurant App,Delivered,In-house Rider,RD098,5.2,35,28.0,True,4.0,
ORD02221,2026-06-27,2026-06-27 01:42:00,C0039,Restaurant_06,Panchkula,Sector 15,2,560,0.0,40,600,UPI,Website,Delivered,In-house Rider,RD044,5.0,50,31.0,True,4.0,
ORD01533,2026-05-14,2026-05-14 03:40:00,C0785,Restaurant_12,Chandigarh,Sector 22,3,360,20.0,20,360,Wallet,Website,Delivered,In-house Rider,RD053,6.3,45,36.0,True,5.0,
ORD02882,2026-01-27,2026-01-27 14:02:00,C0046,Restaurant_23,Mohali,Phase 7,5,1100,100.0,50,1050,Cash,Restaurant App,Delivered,Ola Logistics,RD118,3.9,35,33.0,True,5.0,
ORD01943,2026-02-08,2026-02-08 08:22:00,C0302,Restaurant_06,Chandigarh,Sector 34,4,880,0.0,40,920,Debit Card,Restaurant App,Delivered,Ola Logistics,RD008,7.5,30,39.0,False,5.0,
ORD00197,2026-04-03,2026-04-03 05:14:00,C0716,Restaurant_09,Panchkula,Sector 15,2,800,,40,840,Debit Card,Restaurant App,Cancelled,Not Assigned,Not Assigned,,30,,,,Customer Cancelled
ORD00529,2026-04-26,2026-04-26 02:45:00,C0018,Restaurant_04,Chandigarh,Sector 35,2,360,100.0,40,300,Credit Card,Website,Delivered,In-house Rider,RD014,5.7,45,41.0,True,4.0,
ORD02927,2026-03-02,2026-03-02 07:49:00,C1040,Restaurant_02,Chandigarh,Sector 22,4,1120,20.0,60,1160,Debit Card,Website,Delivered,Ola Logistics,RD111,5.3,40,28.0,True,5.0,
ORD02182,2026-04-06,2026-04-06 10:15:00,C1193,Restaurant_04,Mohali,Phase 7,1,180,0.0,20,200,Wallet,Restaurant App,Cancelled,Not Assigned,Not Assigned,1.5,50,,,,Customer Cancelled
ORD00923,2026-05-27,2026-05-27 11:28:00,C0761,Restaurant_20,Chandigarh,Sector 35,3,960,30.0,40,970,Cash,Website,Failed,Not Assigned,Not Assigned,1.2,50,,,,Address Issue
ORD03186,2026-04-18,2026-04-18 10:01:00,C0395,Restaurant_14,Chandigarh,Sector 22,2,560,75.0,50,535,UPI,Restaurant App,Delivered,In-house Rider,RD044,6.4,30,24.0,True,5.0,
ORD00677,2026-01-09,2026-01-09 08:27:00,C0057,Restaurant_04,Mohali,Phase 7,5,2000,50.0,30,1980,Debit Card,Restaurant App,Delivered,Shadowfax,RD146,5.8,40,18.0,True,5.0,
ORD00101,2026-05-26,2026-05-26 02:23:00,C0599,Restaurant_09,Panchkula,Sector 8,5,1600,100.0,30,1530,Credit Card,Website,Failed,Not Assigned,Not Assigned,7.3,50,,,,Customer Cancelled
ORD01953,2026-03-12,2026-03-12 19:20:00,C0447,Restaurant_01,Chandigarh,Sector 35,3,360,0.0,20,380,Debit Card,Website,Delivered,Shadowfax,RD105,2.6,30,26.0,True,5.0,
ORD00132,2026-04-21,2026-04-21 06:11:00,C0482,Restaurant_08,Mohali,Phase 3B2,2,700,0.0,20,720,Wallet,Restaurant App,Delivered,In-house Rider,RD034,2.3,35,22.0,True,5.0,
ORD00896,2026-05-07,2026-05-07 11:42:00,C0721,Restaurant_17,Panchkula,Sector 5,3,660,30.0,50,680,Debit Card,Website,Delivered,Shadowfax,RD130,5.2,30,28.0,True,5.0,
ORD03275,2026-01-26,2026-01-26 08:19:00,C1039,Restaurant_06,Mohali,Sector 68,5,1250,20.0,20,1250,Wallet,Restaurant App,Delivered,In-house Rider,RD139,5.0,30,38.0,False,5.0,
ORD03345,2026-05-25,2026-05-25 07:05:00,C0907,Restaurant_16,Mohali,Phase 5,3,660,20.0,60,700,Wallet,Restaurant App,Delivered,In-house Rider,RD082,5.9,45,33.0,True,5.0,
ORD01472,2026-03-09,2026-03-09 20:56:00,C0195,Restaurant_17,Chandigarh,Sector 22,2,700,20.0,30,710,Debit Card,Restaurant App,Delivered,In-house Rider,RD066,7.3,40,33.0,True,4.0,
ORD02163,2026-04-04,2026-04-04 23:42:00,C0910,Restaurant_18,Panchkula,Sector 5,2,300,30.0,20,290,Cash,Restaurant App,Delivered,Shadowfax,RD013,7.7,50,39.0,True,4.0,
ORD00051,2026-05-23,2026-05-23 16:03:00,C0819,Restaurant_01,Mohali,Phase 5,4,720,20.0,60,760,Wallet,Website,Delivered,In-house Rider,RD116,4.3,50,21.0,True,4.0,
ORD00209,2026-04-29,2026-04-29 12:02:00,C0673,Restaurant_02,Chandigarh,Manimajra,3,960,0.0,25,985,Credit Card,Restaurant App,Delivered,Shadowfax,RD049,0.8,50,10.0,True,2.0,
ORD03546,2026-03-24,2026-03-24 22:26:00,C0925,Restaurant_20,Chandigarh,Sector 17,1,250,50.0,40,240,Cash,Website,Delivered,In-house Rider,RD105,2.0,35,22.0,True,4.0,
ORD00275,2026-05-25,2026-05-25 19:11:00,C0590,Restaurant_03,Chandigarh,Sector 34,3,660,0.0,20,680,Debit Card,Restaurant App,Delivered,In-house Rider,RD068,5.0,45,26.0,True,3.0,
ORD03264,2026-05-26,2026-05-26 17:29:00,C0699,Restaurant_20,Chandigarh,Sector 35,3,750,0.0,30,780,Debit Card,Website,Cancelled,Not Assigned,Not Assigned,7.1,45,,,,Customer Cancelled
ORD01647,2026-03-16,2026-03-16 08:24:00,C0094,Restaurant_19,Mohali,Phase 3B2,5,1100,0.0,20,1120,Cash,Website,Delivered,Shadowfax,RD139,4.7,40,22.0,True,4.0,
ORD02308,2026-06-11,2026-06-11 11:35:00,C0236,Restaurant_09,Chandigarh,Sector 34,1,220,50.0,50,220,Wallet,Restaurant App,Delivered,Shadowfax,RD133,6.6,35,30.0,True,4.0,
ORD02152,2026-02-10,2026-02-10 11:58:00,C0456,Restaurant_16,Mohali,Sector 68,1,150,0.0,25,175,Cash,Restaurant App,Delivered,In-house Rider,RD047,3.2,40,20.0,True,4.0,
ORD02297,2026-03-21,2026-03-21 23:20:00,C0001,Restaurant_06,Chandigarh,Sector 22,4,1120,100.0,40,1060,UPI,Website,Delivered,Shadowfax,RD127,7.2,45,29.0,True,1.0,
ORD00369,2026-06-06,2026-06-06 00:32:00,C1025,Restaurant_18,Chandigarh,Sector 34,2,560,0.0,20,580,Debit Card,Restaurant App,Delivered,Shadowfax,RD042,4.4,50,21.0,True,5.0,
ORD01111,2026-03-24,2026-03-24 12:00:00,C0342,Restaurant_06,Panchkula,Sector 11,5,1600,50.0,60,1610,Credit Card,Website,Cancelled,Not Assigned,Not Assigned,0.5,35,,,,Payment Failed
ORD01538,2026-02-06,2026-02-06 09:44:00,C0083,Restaurant_24,Chandigarh,Manimajra,1,280,75.0,60,265,UPI,Restaurant App,Cancelled,Not Assigned,Not Assigned,2.7,40,,,,Rider Unavailable
ORD03682,2026-03-07,2026-03-07 09:05:00,C0664,Restaurant_11,Panchkula,Sector 15,5,1600,75.0,30,1555,Cash,Website,Delivered,In-house Rider,RD059,7.0,45,42.0,True,4.0,
ORD01608,2026-02-14,2026-02-14 07:35:00,C1021,Restaurant_02,Chandigarh,Sector 22,5,1750,50.0,30,1730,Cash,Website,Delivered,Ola Logistics,RD102,6.4,35,44.0,False,5.0,
ORD01247,2026-02-18,2026-02-18 15:24:00,C0386,Restaurant_16,Chandigarh,Sector 35,2,240,0.0,25,265,UPI,Restaurant App,Delivered,Ola Logistics,RD034,4.8,50,33.0,True,5.0,
ORD00801,2026-05-24,2026-05-24 03:42:00,C1107,Restaurant_16,Mohali,Phase 7,2,300,0.0,50,350,Cash,Website,Delivered,In-house Rider,RD108,3.2,45,14.0,True,1.0,
ORD00342,2026-03-22,2026-03-22 12:46:00,C0323,Restaurant_19,Mohali,Phase 3B2,1,180,0.0,50,230,UPI,Restaurant App,Delivered,In-house Rider,RD099,3.3,50,17.0,True,5.0,
ORD01934,2026-04-19,2026-04-19 12:57:00,C0943,Restaurant_08,Chandigarh,Sector 35,1,180,0.0,60,240,Cash,Restaurant App,Delivered,Shadowfax,RD027,5.6,45,27.0,True,4.0,
ORD03855,2026-02-11,2026-02-11 14:00:00,C0918,Restaurant_22,Panchkula,Sector 11,2,700,0.0,50,750,Debit Card,Website,Delivered,Shiprocket,RD148,2.8,50,57.0,False,3.0,
ORD00159,2026-06-09,2026-06-09 13:38:00,C0953,Restaurant_11,Mohali,Sector 68,2,640,30.0,40,650,Credit Card,Restaurant App,Delivered,In-house Rider,RD137,3.1,35,20.0,True,4.0,
ORD01172,2026-03-18,2026-03-18 22:07:00,C0675,Restaurant_04,Panchkula,Sector 11,2,500,0.0,50,550,UPI,Website,Delivered,Ola Logistics,RD064,7.6,45,38.0,True,1.0,
ORD00286,2026-01-16,2026-01-16 12:06:00,C1109,Restaurant_02,Chandigarh,Sector 17,3,1050,0.0,20,1070,Credit Card,Restaurant App,Failed,Not Assigned,Not Assigned,5.1,45,,,,Rider Unavailable
ORD01896,2026-06-23,2026-06-23 13:39:00,C0192,Restaurant_23,Panchkula,Sector 5,1,400,75.0,50,375,Cash,Restaurant App,Delivered,In-house Rider,RD132,5.8,50,30.0,True,5.0,
ORD02315,2026-06-22,2026-06-22 03:22:00,C1152,Restaurant_08,Mohali,Phase 3B2,3,1200,0.0,40,1240,Wallet,Website,Delivered,In-house Rider,RD116,3.5,45,16.0,True,2.0,
ORD00798,2026-01-18,2026-01-18 11:01:00,C0269,Restaurant_02,Panchkula,Sector 15,1,320,20.0,20,320,Credit Card,Website,Cancelled,Not Assigned,Not Assigned,2.4,45,,,,Payment Failed
ORD01000,2026-03-21,2026-03-21 12:26:00,C0443,Restaurant_02,Panchkula,Sector 11,5,900,30.0,25,895,Debit Card,Restaurant App,Delivered,In-house Rider,RD097,4.5,30,33.0,False,1.0,
ORD00637,2026-02-15,2026-02-15 08:03:00,C0650,Restaurant_23,Chandigarh,Sector 17,4,880,0.0,30,910,Cash,Website,Cancelled,Not Assigned,Not Assigned,2.3,35,,,,Restaurant Delay
ORD02220,2026-02-09,2026-02-09 14:05:00,C0949,Restaurant_23,Mohali,Sector 68,3,960,75.0,60,945,Credit Card,Restaurant App,Delivered,Shadowfax,RD045,6.3,35,33.0,True,4.0,
ORD00508,2026-05-05,2026-05-05 16:40:00,C1138,Restaurant_21,Panchkula,Sector 8,5,900,100.0,30,830,Cash,Restaurant App,Delivered,In-house Rider,RD085,6.9,40,35.0,True,3.0,
ORD01371,2026-01-27,2026-01-27 09:15:00,C0304,Restaurant_16,Chandigarh,Sector 34,3,840,0.0,25,865,Cash,Restaurant App,Delivered,In-house Rider,RD063,3.8,40,14.0,True,5.0,
ORD03807,2026-05-26,2026-05-26 04:11:00,C0915,Restaurant_16,Mohali,Phase 7,1,180,0.0,40,220,Cash,Restaurant App,Delivered,Ola Logistics,RD018,1.6,45,25.0,True,5.0,
ORD00601,2026-05-16,2026-05-16 11:02:00,C0935,Restaurant_20,Panchkula,Sector 15,2,360,100.0,25,285,Debit Card,Website,Delivered,Shadowfax,RD024,1.1,40,17.0,True,5.0,
ORD00790,2026-03-08,2026-03-08 19:33:00,C0668,Restaurant_03,Chandigarh,Manimajra,2,800,0.0,20,820,UPI,Restaurant App,Delivered,Shiprocket,RD145,5.8,45,29.0,True,5.0,
ORD01540,2026-06-16,2026-06-16 10:38:00,C0499,Restaurant_22,Chandigarh,Sector 22,2,500,0.0,25,525,Cash,Website,Delivered,Shadowfax,RD115,3.9,35,26.0,True,4.0,
ORD01724,2026-01-01,2026-01-01 13:23:00,C0356,Restaurant_23,Panchkula,Sector 5,2,640,50.0,50,640,Cash,Restaurant App,Delivered,In-house Rider,RD128,3.2,35,17.0,True,5.0,
ORD03899,2026-02-04,2026-02-04 11:02:00,C0556,Restaurant_24,Chandigarh,Sector 22,4,880,0.0,20,900,Wallet,Restaurant App,Delivered,Shadowfax,RD080,8.3,45,39.0,True,5.0,
ORD00524,2026-05-08,2026-05-08 19:10:00,C1035,Restaurant_09,Panchkula,Sector 8,5,1600,0.0,30,1630,Cash,Restaurant App,Delivered,In-house Rider,RD103,4.1,35,16.0,True,5.0,
ORD02040,2026-06-15,2026-06-15 04:16:00,C1112,Restaurant_06,Mohali,Phase 7,2,700,75.0,30,655,Wallet,Website,Delivered,In-house Rider,RD132,6.1,30,37.0,False,5.0,
ORD02229,2026-02-24,2026-02-24 23:40:00,C0533,Restaurant_25,Mohali,Phase 5,2,360,75.0,50,335,Debit Card,Website,Delivered,In-house Rider,RD045,3.5,35,24.0,True,4.0,
